assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,adboardid,teamcolor3b,defmentality,powid,rightfreekicktakerid,domesticprestige,genericint2,jerseytype,popularity,teamstadiumcapacity,iscompetitionscarfenabled,cityid,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,trait1vequal,suittypeid,numtransfersin,stanchionflamethrower,captainid,personalityid,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
1334,39,255,255,0,204,0,1907,255,255,2,60,235,5,102,Finland,1,245,25,-1,205895,10,-1,2,0,39784,1,0,1363,1,70,71,70,71,24,51,70,70,1,0,29,205895,0,1056768,46,172233,0,0,30,2,228312,0,1334,532480,2,0,0,164858,0,205895,0,0,0,0,49,0,68,71,52,0,2,190362,205895,2,0,3,352,0,71,46,532480,71
1335,39,0,0,0,255,255,1904,255,136,2,48,1,2,255,France,1,1,47,-1,195864,10,-1,1,0,81338,0,0,1343,1,85,84,85,84,2,30,81,81,2,0,67,195864,1,1056896,52,213565,1,0,47,2,195864,0,1335,1049216,0,0,0,167948,0,195864,0,0,0,0,35,0,35,84,24,0,1,231747,195864,2,0,9,352,0,84,53,526464,84
1337,23,255,255,0,1,1,1900,255,255,12,52,255,1,1,Germany,1,255,66,-1,176635,10,-1,2,0,74064,1,0,1318,1,85,85,85,82,13,34,83,83,0,0,60,182521,0,115328,34,176635,0,0,60,2,182521,0,1337,131712,0,0,0,167495,0,182521,0,0,0,1,28,0,26,85,20,0,1,189596,182521,2,0,10,352,0,85,40,266368,82
1338,39,92,51,0,255,255,1926,15,180,4,37,136,1,255,Greece,1,210,25,-1,203980,10,-1,2,0,33334,1,0,1365,1,75,76,75,81,23,67,77,77,1,0,20,203980,0,1056864,41,203980,1,0,28,2,203980,0,1338,526432,0,0,0,208230,0,203980,0,0,0,0,71,0,71,76,71,0,2,203980,203980,9,0,6,352,0,76,41,526432,81
1341,6,91,36,0,255,255,1947,221,167,1,64,23,5,255,Iceland,1,11,43,-1,191076,10,-1,1,0,9800,0,0,1331,1,71,71,71,77,-21,52,69,69,0,0,44,184484,1,1056832,56,191076,1,0,70,2,184484,0,1341,1056832,2,0,0,172398,0,184484,0,0,0,0,49,0,44,71,70,0,0,184484,184484,2,0,2,352,0,71,56,526400,77
1343,64,107,0,0,210,0,1898,255,187,5,41,255,1,90,Italy,1,255,34,-1,173221,10,-1,1,0,73261,1,0,1335,1,84,83,84,82,12,54,83,83,1,0,34,173221,2,1073152,30,173221,0,0,44,5,198219,0,1343,544768,0,0,0,1179,1,198219,0,0,0,0,52,0,42,83,42,0,1,53302,173221,2,0,9,352,0,83,60,544768,82
1352,39,5,164,0,255,255,1902,17,1,3,59,51,3,255,Norway,1,210,46,-1,187043,10,-1,2,0,27200,0,0,1363,1,72,73,72,74,10,70,73,73,0,0,51,187043,2,1052672,55,187043,1,0,69,2,187043,0,1352,1052672,2,0,0,187043,0,187043,0,0,0,0,72,0,61,73,79,0,1,185422,187043,2,0,4,352,0,73,55,1052672,74
1353,39,2,206,0,255,255,1919,221,2,6,52,22,2,255,Poland,1,22,46,-1,164994,10,-1,2,0,58000,1,0,1337,1,77,78,77,83,21,52,75,75,1,0,34,164994,1,66600,56,164994,1,0,52,2,177922,0,1353,1056808,0,0,0,188545,0,188545,0,0,1,1,49,0,34,78,52,0,1,188545,188545,2,0,5,352,0,78,56,526376,83
1354,39,10,210,0,2,0,1914,20,15,3,39,130,2,100,Portugal,1,0,66,-1,20801,10,-1,1,0,37593,1,0,1362,1,83,83,83,85,-9,50,82,82,1,0,38,20801,1,172064,68,20775,1,0,58,4,218667,0,1354,172064,0,0,0,20801,0,20801,0,0,0,1,51,0,62,83,54,0,0,20801,20801,2,0,8,352,0,83,58,172064,85
1355,6,153,0,0,255,255,1921,10,76,3,53,140,2,255,Ireland,1,31,67,-1,201884,10,-1,2,0,51700,0,0,1318,1,75,75,75,76,-6,50,76,76,1,0,55,201884,1,155648,35,201884,1,0,55,2,201884,0,1355,139264,0,0,0,180216,1,201884,0,0,0,0,53,0,67,75,31,0,0,138436,201884,2,0,5,352,0,75,35,526336,76
1356,6,204,255,0,1,255,1909,1,1,5,44,1,5,1,Romania,1,204,40,-1,212207,10,-1,1,0,55634,1,0,1886,1,72,73,72,75,26,50,71,71,1,0,50,212207,1,1056840,45,212207,1,0,45,2,212207,0,1356,1056840,0,0,0,205943,0,212207,0,0,0,0,55,0,35,73,45,0,2,212207,212207,2,0,5,352,0,73,65,526408,75
1357,23,16,255,0,255,255,1912,160,26,3,55,20,3,255,Russia,1,20,44,-1,147621,10,-1,2,0,45000,1,0,1353,1,76,76,76,78,37,49,75,75,1,0,46,187366,1,90112,77,147621,0,0,63,2,147621,0,1357,1089536,0,0,0,148119,1,147621,0,0,0,0,50,0,46,76,63,0,3,187491,147621,2,0,6,352,0,76,37,542720,78
1359,23,55,46,0,255,255,1872,250,94,3,55,240,4,255,Scotland,1,1,44,-1,202539,10,-1,2,0,52063,0,0,1318,0,75,74,75,74,-4,50,73,73,0,0,47,202539,1,1056768,45,186395,1,0,49,2,186395,0,1359,1056768,0,0,0,138782,1,202539,0,0,0,0,53,0,47,74,49,0,0,155946,202539,2,0,4,352,0,74,45,542720,74
1361,39,255,255,0,200,55,1991,100,255,3,47,175,3,20,Slovenia,1,40,74,-1,195365,10,-1,2,0,16100,1,0,1343,1,74,75,74,75,16,37,73,73,0,0,36,202061,1,132096,30,195365,1,0,66,2,226711,0,1361,263168,0,0,0,195365,1,195365,0,0,0,0,36,0,46,75,36,0,1,231786,176104,2,0,5,352,0,75,46,1052672,75
1362,23,8,181,0,25,255,1913,200,16,1,40,44,1,173,Spain,1,22,75,-1,193747,10,-1,2,0,81044,0,0,1343,1,85,86,85,85,-3,28,86,86,0,0,52,193747,1,262816,41,168542,1,0,62,2,193747,0,1362,262816,0,0,0,155862,0,193747,0,0,0,1,32,0,20,86,27,0,1,168542,193747,2,0,9,352,0,86,32,132256,85
1363,23,221,253,0,180,1,1904,250,26,5,59,210,1,106,Sweden,1,5,66,-1,208448,10,-1,2,0,50000,0,0,1331,1,76,76,76,77,18,52,76,76,0,0,35,208448,1,139264,55,208448,1,0,55,2,208448,0,1363,139264,0,0,0,176731,1,208448,0,0,0,0,53,0,54,76,59,0,1,208448,208448,2,0,5,352,0,76,55,270336,77
1364,62,23,228,0,255,255,1895,222,6,4,47,11,3,255,Switzerland,1,11,46,-1,193348,10,-1,1,0,38512,1,0,1322,1,78,78,78,74,7,53,76,76,1,0,60,193348,1,1056784,55,193348,1,0,59,4,193348,0,1364,1056784,0,0,0,108080,0,193348,0,0,0,0,53,0,60,78,59,0,1,161805,193348,2,0,5,352,0,78,55,266256,74
1365,39,17,213,0,255,255,1923,224,27,3,40,27,4,255,Turkey,1,34,58,-1,124607,10,-1,1,0,50500,1,0,1338,1,77,78,77,78,29,37,78,78,1,0,52,124607,2,115744,51,124607,1,0,62,4,124607,0,1365,115744,0,0,0,143745,0,124607,0,0,0,0,37,0,52,78,32,0,2,124607,124607,9,0,6,352,0,78,62,122912,78
1367,23,15,218,0,255,255,1876,1,4,5,51,181,5,255,Wales,1,1,44,-1,173731,10,-1,2,0,33280,1,0,1318,1,73,75,73,79,-3,68,77,77,0,0,57,186561,0,1052672,49,186561,0,0,53,4,186561,0,1367,1052672,0,0,0,163824,0,173731,0,0,0,0,72,0,67,75,63,0,0,173731,173731,2,0,4,352,0,75,49,526336,79
1369,36,200,125,0,255,255,1893,100,255,2,-34,175,3,255,Argentina,1,225,76,-1,158023,10,-1,1,0,65645,0,0,1370,1,81,84,81,88,-58,40,80,80,1,0,36,158023,1,164992,50,158023,1,0,66,4,158023,0,1369,296064,2,0,0,158023,1,158023,0,0,0,1,36,0,36,84,36,0,-3,158023,158023,7,0,9,352,0,84,36,1049728,88
1370,39,240,255,0,68,0,1914,20,1,5,-23,140,1,118,Brazil,1,70,76,-1,190871,10,-1,2,0,74738,0,0,1369,1,82,84,82,86,-43,33,85,85,0,0,63,146530,1,1082016,52,190871,1,0,73,4,190871,0,1370,295584,0,0,0,190871,1,190871,0,0,0,0,36,0,42,84,40,0,-3,190871,190871,2,0,10,352,0,84,33,1106080,86
1375,23,17,230,0,255,255,1906,0,23,2,-25,56,3,255,Paraguay,1,168,59,-1,230977,10,-1,2,0,40759,2,0,1369,1,75,75,75,75,-57,50,73,73,1,0,52,209006,2,172032,62,230977,1,0,54,4,220334,0,1375,122880,1,0,0,179681,0,230977,0,0,0,0,50,0,57,75,36,0,-4,230977,230977,7,0,4,352,0,75,62,90112,75
1377,62,206,135,0,255,255,1900,135,235,4,-34,207,2,255,Uruguay,1,244,44,-1,205510,10,-1,1,0,65235,0,0,1369,1,75,80,75,83,-56,49,81,81,1,0,61,205510,1,263424,43,205510,1,0,67,4,205510,0,1377,1057024,2,0,0,182493,0,205510,0,0,0,0,51,0,61,80,67,0,-3,179813,205510,7,0,7,352,0,80,43,1052928,83
1386,23,124,12,0,255,255,1923,255,68,2,19,0,2,255,Mexico,1,0,68,-1,178322,10,-1,2,0,87000,1,0,1387,1,79,79,79,79,-99,53,77,77,1,0,40,178322,0,132116,60,178322,0,0,60,4,178322,0,1386,139284,0,0,0,171897,1,171897,0,0,0,0,53,0,70,79,56,0,-6,178224,178322,7,0,7,352,0,79,60,139284,79
1387,39,7,241,0,92,0,1914,255,16,7,48,255,2,37,United States,1,255,58,-1,176237,10,-1,1,0,40000,1,0,1386,1,76,75,76,76,-122,51,74,74,1,0,54,213209,2,66592,34,227796,1,0,56,4,227796,0,1387,73760,0,0,0,213209,0,176237,0,0,0,1,52,0,58,75,70,0,-8,176237,176237,2,0,6,352,0,75,34,1052704,76
1395,62,128,0,0,0,255,1959,255,0,7,4,233,5,0,Cameroon,1,0,60,-1,175896,10,-1,1,0,38509,1,0,111112,1,72,72,72,73,12,28,70,70,1,0,54,175896,1,90256,53,185090,1,0,64,2,185090,0,1395,98960,0,0,0,185090,0,175896,0,0,0,0,36,0,49,72,37,0,1,185090,175896,2,0,5,352,0,72,54,165008,73
1413,39,1,255,0,255,255,1924,255,1,3,39,1,3,255,China PR,1,1,49,-1,182411,10,-1,1,0,91000,2,0,111466,1,69,69,69,71,116,50,65,65,1,0,57,181971,1,90128,48,221445,1,0,54,2,221445,0,1413,1073168,2,0,0,181971,0,182411,0,0,0,0,51,0,57,69,54,0,8,158309,182411,2,0,3,352,0,69,68,542736,71
1415,39,221,255,0,59,12,1961,247,0,2,-33,176,8,79,Australia,1,52,58,-1,172208,10,-1,2,0,83500,1,0,1413,1,73,73,73,71,151,36,72,72,1,0,36,172208,2,66720,20,172208,1,0,62,4,172208,0,1415,66720,0,0,0,51412,0,172208,0,0,0,0,36,0,46,73,36,0,10,176992,172208,2,0,5,352,0,73,46,66720,71
1439,47,24,239,4365,255,255,1910,230,33,3,56,20,2,255,Kalmar FF,15,28,43,-1,213338,3,-1,1,2,12000,0,239,112130,1,68,66,68,65,16,39,61,64,1,0,54,202659,1,1049664,20,202819,0,3,50,2,213338,6,1439,1049664,2,0,0,214913,0,213338,1,0,0,0,36,700000,36,66,36,4,1,202659,167599,2,0,1,352,0,70,36,1049664,65
1446,69,234,254,3148,1,1,1994,252,0,1,56,219,4,1,AC Horsens,12,0,46,-1,204164,3,-1,2,2,10400,1,560,271,1,60,63,61,64,10,50,65,64,1,0,32,204164,1,1052672,35,204164,1,0,69,2,215660,7,1446,1056768,1,0,0,169449,1,215660,0,0,0,0,53,800000,32,62,69,5,1,169449,204164,2,0,1,352,0,66,35,528384,67
1447,69,155,69,3899,255,255,2004,52,241,4,55,67,1,255,SønderjyskE,12,134,76,-1,215443,4,-1,1,1,10000,0,204,1446,1,65,65,65,65,9,67,64,65,1,0,51,198534,1,319658,51,215443,0,0,61,2,215443,5,1447,282794,2,0,0,172398,0,215443,0,0,0,0,70,650000,66,65,77,5,1,215443,215443,2,0,1,352,0,69,61,542890,65
1456,6,255,255,6899,1,1,1894,245,255,4,59,245,3,1,Odds BK,13,255,67,-1,198731,7,-1,2,4,12500,0,454,922,1,66,66,66,65,9,53,66,68,1,0,47,198604,2,132098,47,207558,0,12,67,2,198731,5,1456,139266,0,0,0,167159,1,198731,0,0,0,0,50,850000,55,66,63,6,1,282960,148696,2,0,4,352,0,71,47,1052674,65
1463,124,255,255,2799,255,0,1993,245,255,1,59,225,4,0,FK Haugesund,13,235,60,-1,188375,2,-1,1,1,8754,0,212,300,1,64,65,66,62,5,69,64,64,1,0,50,222519,0,102532,80,222519,0,0,52,2,226517,5,1463,118916,2,0,0,222519,0,188375,0,0,0,0,69,610000,64,64,64,5,1,226517,188375,2,0,1,352,0,70,80,86148,62
1465,48,255,255,2997,1,1,1926,250,255,1,61,250,5,1,Sogndal Fotball,13,255,49,-1,219558,1,-1,2,1,5500,0,456,919,1,63,61,63,61,7,71,61,62,1,0,60,219558,1,1069312,50,205149,1,0,64,2,219558,7,1465,1069312,1,0,0,208573,0,219558,0,0,0,0,67,500000,70,62,74,6,1,205149,219558,2,0,1,352,0,67,70,1069312,61
1473,23,102,1,10906,255,255,1983,255,204,3,35,204,3,255,Ulsan Hyundai,1,1,47,-1,202989,7,-1,2,4,44102,1,501,1474,1,66,67,66,73,129,51,65,65,1,1,58,213170,0,99330,76,208047,1,0,62,4,281827,6,1473,1089538,0,0,0,203848,0,202989,2,0,0,0,49,4200000,58,67,62,4,9,202989,221174,4,0,6,352,0,71,56,542722,73
1474,23,1,204,8999,1,1,1973,255,1,4,35,255,4,1,Pohang Steelers,1,255,28,-1,180405,9,-1,1,5,17443,1,382,1473,1,66,66,66,68,129,72,64,64,1,1,39,180405,1,167952,39,180405,1,4,26,4,180405,9,1474,526352,2,0,0,180405,0,180405,5,0,0,1,69,3600000,69,66,49,3,9,180405,207546,4,0,6,352,0,72,39,559120,68
1475,23,255,255,8349,1,1,1994,255,1,3,34,255,3,1,Jeonnam Dragons,1,255,46,-1,202487,5,-1,2,4,13496,1,203,1477,1,66,66,66,67,127,53,65,65,1,1,50,202487,1,1082370,55,231942,1,3,42,2,231942,7,1475,1082370,0,0,0,199262,0,231942,0,0,0,0,51,3000000,50,66,55,6,9,202487,202487,4,0,2,352,0,70,60,558082,67
1477,23,204,1,17249,1,1,1994,255,1,5,35,255,5,1,Jeonbuk Hyundai,1,255,48,-1,221671,10,-1,1,6,42477,1,233,1475,1,68,69,68,71,127,68,71,71,1,1,57,191910,1,1052806,64,203434,1,3,58,4,221671,5,1477,1101958,0,0,0,191814,0,221671,4,0,0,0,69,7600000,67,69,68,1,9,191910,213317,4,0,6,352,0,72,64,1052806,71
1478,23,128,255,7849,1,1,1982,255,1,4,33,255,2,1,Jeju United,1,255,47,-1,200601,6,-1,1,3,35657,1,441,1475,1,70,69,70,68,126,67,67,67,1,1,32,200601,1,118816,67,192259,1,0,53,4,191673,2,1478,1101856,2,0,0,191673,0,200601,1,0,0,0,72,2400000,62,69,63,7,9,192259,200601,4,0,2,352,0,71,67,1069088,68
1480,45,1,1,1976,255,255,1904,225,200,3,55,1,1,255,Carlisle United,3,1,49,-1,189695,5,-1,2,2,18202,0,95,1801,2,62,64,64,61,-3,36,65,63,0,0,61,200714,0,1049604,40,189695,1,0,42,6,282070,8,1480,1049604,0,0,0,184269,0,189695,0,0,0,0,36,700000,46,62,36,7,0,200714,168633,2,0,1,352,0,64,46,1056772,62
1516,69,33,224,18956,1,1,1999,221,34,7,56,30,2,1,FC Midtjylland,12,27,67,-1,280955,9,-1,2,5,11535,0,216,819,1,70,70,70,68,9,38,69,69,1,0,40,280955,0,172032,29,225931,0,0,60,2,164858,5,1516,148480,2,0,0,164858,0,280955,1,0,0,0,40,2300000,50,70,40,2,1,280955,49756,2,0,2,352,0,73,70,1052672,72
1530,50,255,255,29995,1,1,1919,255,255,2,47,255,3,1,Angers SCO,7,255,34,-1,198264,4,-1,2,3,16500,1,17,71,1,74,74,74,74,0,46,74,73,0,0,51,198264,1,526418,52,198264,0,0,47,2,209781,2,1530,526418,2,0,0,184873,0,198264,0,0,0,0,62,3500000,62,74,61,7,1,224069,178160,2,0,2,352,0,77,58,526418,74
1569,23,122,4,5997,255,255,1947,0,196,2,54,100,4,255,Wisła Płock,1,196,26,-1,208630,5,-1,2,2,10978,1,579,1871,1,63,64,63,65,18,53,63,61,1,0,31,208630,0,1057040,42,208630,0,1,29,2,208630,5,1569,549136,0,0,0,204151,0,208630,0,0,0,0,50,2316000,50,63,58,6,2,190732,208630,2,0,2,352,0,68,72,526608,66
1571,48,21,143,683,241,167,1937,255,82,3,53,255,1,213,Galway United,34,255,45,-1,194791,5,-1,2,1,5000,0,173,563,2,55,56,55,58,-9,49,56,56,0,0,36,207774,2,1056768,39,207774,0,1,35,2,207774,2,1571,1056768,2,0,0,226006,0,194791,0,0,0,0,52,525000,36,56,35,10,0,194791,194791,2,0,1,352,0,62,39,1056768,58
1572,48,17,123,489,250,135,1919,165,40,1,53,30,3,206,Drogheda United,34,43,44,-1,203232,4,-1,2,2,2000,0,634,837,1,55,56,55,59,-6,52,54,54,0,0,64,203232,2,1066308,39,237345,1,1,33,2,203232,2,1572,1073476,2,0,0,219095,0,203232,1,0,0,0,52,500000,64,56,33,8,0,237345,201474,2,1,1,352,0,63,79,287044,59
1596,47,90,1,3484,255,255,1903,250,177,1,62,190,4,255,GIF Sundsvall,1,10,46,-1,197996,3,-1,1,2,8000,0,468,113173,1,63,61,63,62,17,50,61,63,1,0,32,197996,1,1056804,50,210812,0,0,46,2,210812,4,1596,1056804,2,0,0,122541,0,197996,0,0,0,0,53,600000,32,62,46,6,1,281434,197996,2,0,1,352,0,67,50,526372,62
1629,39,174,0,83958,255,255,1903,1,239,3,-30,1,3,255,Grêmio,32,1,60,-1,231128,8,-1,2,6,55662,1,386,567,1,74,73,74,75,-51,49,74,74,1,1,52,230417,1,102824,62,283326,1,5,46,4,281559,7,1629,106920,2,0,0,230224,1,231128,2,0,0,0,50,7000000,31,73,68,8,-3,230497,230466,7,0,6,352,0,76,42,1085864,75
1715,39,11,208,12642,255,255,1898,218,29,2,46,11,8,255,FC Thun,17,29,27,-1,203439,6,-1,2,2,10000,1,479,900,1,61,61,61,61,7,49,60,60,1,0,30,199284,1,1082378,63,203439,1,0,37,2,203439,5,1715,565258,2,0,0,199284,0,203439,0,0,0,1,51,2000000,66,61,69,6,1,203439,203439,2,0,5,352,0,66,53,548874,61
1719,39,17,255,9465,1,1,1899,255,0,4,-13,255,1,1,Vitória,32,255,59,-1,282078,4,-1,2,2,34535,0,417,111057,1,69,68,69,66,-38,53,67,67,1,0,70,282078,0,106769,50,212934,0,0,48,4,282078,6,1719,74001,1,0,0,236171,0,282078,0,0,0,0,53,1450000,40,68,46,9,-3,230491,230437,7,0,2,352,0,72,50,86289,66
1738,51,191,153,15519,255,255,1872,30,230,3,49,64,2,255,Havre AC,7,135,47,-1,207960,6,-1,2,3,25178,1,267,210,1,67,67,67,64,0,52,67,65,2,0,52,185018,1,1057024,49,207960,1,1,55,4,207960,6,1738,1057024,2,0,0,185018,0,185018,0,0,0,0,46,2000000,52,66,49,5,1,219779,185018,2,0,1,352,0,72,54,1057024,64
1746,39,90,32,36998,255,255,1920,47,167,2,43,118,4,255,Empoli,9,215,48,-1,187702,4,-1,2,5,16284,1,154,110374,1,70,69,70,69,10,39,70,70,1,0,39,187702,1,66592,46,187702,1,0,33,2,281184,7,1746,1049632,1,0,0,230143,1,187702,0,0,0,0,37,5000000,47,69,37,10,1,187702,187702,2,0,3,352,0,77,47,532512,69
1754,67,250,250,5699,14,249,1876,250,0,1,55,250,4,14,Partick Thistle,1,0,46,-1,207430,5,-1,2,2,10102,0,186,78,0,64,64,64,65,-4,68,63,63,0,0,41,207430,1,1085762,80,192251,0,1,34,2,215636,5,1754,1085762,2,0,0,213567,0,207430,0,0,0,0,69,800000,71,64,64,8,0,213567,207430,2,0,1,352,0,69,60,561474,65
1755,48,143,243,5098,195,0,1914,243,33,2,62,143,3,117,Aalesunds FK,13,20,46,-1,194431,5,-1,2,3,10778,0,10,417,1,65,64,64,65,6,49,63,65,1,0,56,194431,0,1052736,48,194431,1,2,34,2,194431,5,1755,1056832,2,0,0,182909,0,194431,0,0,0,0,51,700000,56,64,34,4,1,190425,194431,2,0,1,352,0,69,48,532544,66
1757,124,80,0,2597,255,255,1998,0,145,2,59,70,3,255,Sandefjord,13,120,48,-1,227767,1,-1,1,1,6600,0,624,917,1,64,64,64,64,10,51,63,63,1,0,48,227767,1,1056778,45,227767,1,0,49,2,220684,5,1757,1056778,2,0,0,190441,0,227767,0,0,0,0,53,500000,48,63,49,5,1,220684,227767,2,0,1,352,0,67,45,1056778,64
1785,62,115,15,6398,255,255,1922,15,26,1,47,115,3,255,SV Mattersburg,16,27,32,-1,280969,4,-1,2,1,15100,1,307,111821,1,63,64,63,64,16,48,66,63,1,0,36,280969,1,544834,37,223867,0,0,47,2,223867,9,1785,542786,2,0,0,199307,0,280969,0,0,0,0,38,2716800,52,63,49,3,1,280969,228971,2,0,3,352,0,69,48,542786,64
1786,69,217,151,5998,87,0,2003,72,239,4,56,122,2,2,Randers FC,12,238,45,-1,224964,5,-1,2,3,10300,0,396,271,1,64,67,64,68,10,73,68,66,1,0,54,224964,1,66568,43,224964,1,1,57,2,224964,3,1786,1052680,0,0,0,234502,1,224964,0,0,0,0,68,700000,64,66,67,6,1,190724,224964,2,0,1,352,0,72,43,526344,68
1788,69,16,197,5364,8,255,1991,237,26,2,55,31,5,198,FC Nordsjælland,12,41,58,-1,210644,7,-1,1,4,10300,0,161,15001,1,62,64,62,67,12,36,61,63,1,0,32,210644,1,66592,46,210644,1,2,50,4,210644,8,1788,66592,1,0,0,212417,0,210644,1,0,0,1,37,850000,52,64,32,7,1,210644,210644,2,0,1,352,0,69,52,66592,69
1790,45,85,5,3799,255,255,1898,5,170,4,51,85,4,255,Portsmouth,3,170,59,-1,205054,8,-1,1,6,18931,0,387,17,0,63,65,63,66,-1,39,66,65,0,0,38,205054,1,66568,52,198235,1,2,48,2,205054,5,1790,99336,0,0,0,209268,0,205054,2,0,0,0,38,1200000,38,64,38,5,0,198235,172780,2,0,2,352,0,67,38,66568,66
1792,45,239,251,119999,28,1,1902,251,5,3,52,239,2,120,Norwich,2,11,58,-1,205351,4,-1,2,6,27244,2,351,94,2,71,72,71,74,1,39,71,71,2,0,42,205351,1,66560,51,205351,0,0,44,2,189776,4,1792,66560,1,0,0,152567,0,205351,0,0,0,0,37,13000000,52,72,32,8,0,189303,177896,2,0,3,352,0,73,52,1089536,74
1793,41,56,0,34998,255,255,1871,0,168,3,51,56,3,255,Reading,3,168,45,-1,282238,4,-1,2,5,24197,2,397,1934,2,71,71,71,70,0,38,72,72,2,0,63,211506,0,164916,22,211506,0,0,69,2,211506,7,1793,1049652,1,0,0,203265,0,282238,0,0,0,0,38,6000000,33,71,33,6,0,282238,211506,2,0,2,352,0,76,33,148532,70
1794,45,3,227,7999,255,255,1889,1,11,3,53,1,8,255,Sheffield Utd,3,1,48,-1,282660,10,-1,2,4,32275,2,447,1807,2,66,67,66,68,-1,49,66,66,2,0,41,186127,2,1049860,31,200746,0,4,65,2,282660,6,1794,1057028,2,0,0,184274,0,282660,1,0,0,0,49,2000000,41,67,65,6,0,211463,189177,2,0,1,352,0,71,31,1057028,68
1795,41,255,255,634995,1,1,1881,255,1,4,51,255,3,1,Watford,3,1,38,-1,224458,3,-1,2,5,21438,0,523,1793,0,76,77,76,77,0,68,76,76,0,0,45,224458,1,1057025,35,194174,1,0,54,2,194174,1,1795,1057025,0,0,0,206222,0,224458,0,0,0,0,66,44840000,58,77,35,5,0,205976,189725,2,0,3,353,0,80,46,1069313,78
1796,41,37,124,528633,216,147,1882,124,45,4,53,37,6,190,Burnley,3,45,47,-1,283942,4,-1,2,5,21401,0,84,3,0,75,76,76,74,-2,50,76,75,0,0,67,204652,1,139594,39,169706,1,1,63,2,283942,2,1796,1057098,0,0,0,194146,1,283942,2,0,0,0,52,40748000,67,75,63,5,0,224967,201884,2,0,5,353,0,79,39,545098,75
1797,45,1,226,3999,255,255,1925,226,1,3,53,1,4,255,Rotherham Utd,3,1,43,-1,202771,4,-1,2,5,12053,0,411,1807,0,65,66,66,65,-1,70,67,65,0,0,35,202771,0,123152,74,229699,0,0,68,2,202771,2,1797,1102096,1,0,0,208769,0,202771,0,0,0,1,71,1500000,65,65,78,4,0,200779,198235,2,0,2,352,0,71,74,526608,67
1798,45,255,255,3999,1,1,2004,220,255,2,52,1,5,1,MK Dons,3,1,68,-1,194717,7,-1,2,3,30582,0,317,1938,0,66,65,66,67,0,49,65,64,0,0,35,194717,0,263296,45,194717,1,0,55,2,194717,4,1798,139392,0,0,0,171970,0,194717,0,0,0,0,53,1300000,56,65,59,5,0,182883,171970,2,0,2,352,0,70,45,132224,67
1799,41,102,1,693177,1,206,1905,1,194,3,51,102,2,1,Crystal Palace,3,204,74,-1,198683,4,-1,2,3,25456,0,285,1808,0,76,75,75,81,0,49,74,75,0,0,54,198683,1,1105936,34,187735,1,0,64,2,198683,1,1799,286736,0,0,0,187735,0,198683,0,0,0,0,52,45764000,66,76,70,5,0,198683,206304,2,0,4,352,0,79,64,544784,79
1800,45,208,177,4498,200,10,1883,177,255,2,52,208,3,10,Coventry City,3,255,66,-1,282365,7,-1,2,5,32604,0,122,95,2,64,65,65,65,-1,39,66,63,0,0,47,223104,1,132112,41,186449,1,1,67,2,282365,5,1800,132112,2,0,0,206524,0,282365,0,0,0,0,37,900000,37,63,37,7,0,223104,223104,2,0,2,352,0,68,37,132112,65
1801,45,255,255,10500,71,0,1880,255,255,5,53,255,5,10,Preston,3,255,25,-1,201887,4,-1,2,3,23404,2,389,1926,2,69,69,69,69,-2,53,67,67,2,0,28,201887,1,1106249,66,202663,1,2,29,2,201887,3,1801,581961,2,0,0,201887,0,201887,2,0,0,0,49,2000000,70,69,32,7,0,201887,201887,2,0,1,352,0,73,66,575817,69
1802,45,56,48,3882,255,255,1893,48,140,2,51,53,3,255,Gillingham,3,160,49,-1,169112,7,-1,2,3,10500,0,184,1934,0,62,63,63,62,0,53,64,64,0,0,35,169112,1,1056833,41,169112,0,0,47,2,169112,3,1802,1056833,2,0,0,169112,0,169112,0,0,0,0,49,600000,35,63,47,8,0,198011,169112,2,0,2,352,0,67,41,1052737,63
1803,45,1,255,3299,255,255,1888,1,1,1,52,1,9,255,Walsall,3,1,28,-1,222970,5,-1,2,2,11300,0,519,127,0,64,65,66,64,-1,71,66,64,0,0,31,222970,1,1066000,54,199658,0,0,29,2,222970,5,1803,542736,2,0,0,212846,0,222970,0,0,0,0,72,600000,74,64,74,7,0,222970,199658,2,0,1,352,0,69,74,542736,64
